full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Archer John Porter Martin;Male;1910;London;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;33;205549;6229;227.276
Paul Biya;Male;1933;Mvomeka'a;Cameroon;Africa;Politician;Government;Institutions;44;983589;22354;227.273
Dmitri Borisovich Kabalevsky;Male;1904;Saint Petersburg;Russia;Europe;Composer;Music;Arts;33;442350;13405;227.262
Jerzy Buzek;Male;1940;Smilovice;Czech Republic;Europe;Politician;Government;Institutions;40;1406437;35161;227.243
John Dos Passos;Male;1896;Chicago;United States;North America;Writer;Language;Humanities;29;1307119;45073;227.231
Tecumseh;Male;1768;Xenia;United States;North America;Politician;Government;Institutions;30;3345650;111522;227.228
Norman Foster Ramsey, Jr.;Male;1915;Washington, D.C.;United States;North America;Physicist;Natural Sciences;Science & Technology;38;193123;5082;227.225
João Havelange;Male;1916;Rio de Janeiro;Brazil;South America;Businessperson;Business;Business & Law;34;989001;29088;227.225
Vernon L. Smith;Male;1927;Wichita;United States;North America;Economist;Social Sciences;Science & Technology;29;527332;18184;22.722
Ejnar Hertzsprung;Male;1873;Copenhagen;Denmark;Europe;Astronomer;Natural Sciences;Science & Technology;29;189351;6529;227.218
Jared Diamond;Male;1937;Boston;United States;North America;Historian;History;Humanities;35;2342622;66932;227.212
André Rieu;Male;1949;Maastricht;Netherlands;Europe;Musician;Music;Arts;26;3691919;141997;227.208
Gaston Thorn;Male;1928;Luxembourg;Luxembourg;Europe;Politician;Government;Institutions;29;230004;7931;227.206
Harold Alexander, 1st Earl Alexander of Tunis;Male;1891;London;United Kingdom;Europe;Military Personnel;Military;Institutions;27;213462;7906;22.72
Jason Statham;Male;1967;Shirebrook;United Kingdom;Europe;Actor;Film And Theatre;Arts;49;39879628;813870;22.719
Robert K. Merton;Male;1910;Philadelphia;United States;North America;Sociologist;Social Sciences;Science & Technology;26;1691717;65066;227.179
Leó Szilárd;Male;1898;Budapest;Hungary;Europe;Physicist;Natural Sciences;Science & Technology;32;1132854;35402;227.177
Hans Eysenck;Male;1916;Berlin;Germany;Europe;Psychologist;Social Sciences;Science & Technology;27;1323842;49031;227.177
Franz Berwald;Male;1796;Stockholm;Sweden;Europe;Musician;Music;Arts;27;259390;9607;227.176
Andrei Bely;Male;1880;Moscow;Russia;Europe;Writer;Language;Humanities;29;625785;21579;227.175
Raymond Barre;Male;1924;Saint-Denis;;Europe;Economist;Social Sciences;Science & Technology;28;713776;25492;227.174
Éric Rohmer;Male;1920;Tulle;France;Europe;Film Director;Film And Theatre;Arts;34;1556237;45772;227.172
Leopoldo Galtieri;Male;1926;Buenos Aires;Argentina;South America;Politician;Government;Institutions;34;1036548;30487;227.162
Stanisław Marcin Ulam;Male;1909;Lviv;Ukraine;Europe;Mathematician;Math;Science & Technology;35;630444;18013;227.158
Hans Fallada;Male;1893;Greifswald;Germany;Europe;Writer;Language;Humanities;27;902061;33410;227.153
Pat Metheny;Male;1954;Lee's Summit;United States;North America;Musician;Music;Arts;28;2698490;96375;227.148
Vincente Minnelli;Male;1903;Chicago;United States;North America;Film Director;Film And Theatre;Arts;27;1647545;61020;227.141
Ron Wood;Male;1947;Hillingdon;United Kingdom;Europe;Musician;Music;Arts;30;5083986;169466;227.133
Sydney Brenner;Male;1927;Johannesburg;South Africa;Africa;Biologist;Natural Sciences;Science & Technology;33;536038;16244;227.125
Richard Wright;Male;1943;Hatch End;United Kingdom;Europe;Musician;Music;Arts;39;485271;12443;22.712
Paul Emil von Lettow-Vorbeck;Male;1870;Saarlouis;Germany;Europe;Military Personnel;Military;Institutions;26;616565;23714;227.118
Theda Bara;Female;1885;Cincinnati;United States;North America;Actor;Film And Theatre;Arts;27;1365912;50589;227.117
Naoto Kan;Male;1946;Ube;Japan;Asia;Politician;Government;Institutions;64;5154168;80534;227.116
James I of Scotland;Male;1394;Dunfermline;United Kingdom;Europe;Politician;Government;Institutions;33;701463;21256;227.114
John Philip Sousa;Male;1854;Washington, D.C.;United States;North America;Conductor;Music;Arts;27;1906687;70618;22.711
Hugo Theorell;Male;1903;Linköping;Sweden;Europe;Biologist;Natural Sciences;Science & Technology;29;158611;5469;227.094
Denny Hulme;Male;1936;Motueka;New Zealand;Oceania;Racecar Driver;Individual Sports;Sports;27;541814;20067;227.093
Joseph Banks;Male;1743;London;United Kingdom;Europe;Biologist;Natural Sciences;Science & Technology;33;643171;19490;227.089
Nicholas M. Butler;Male;1862;Elizabeth;United States;North America;Politician;Government;Institutions;30;287396;9580;227.086
Peter II of Yugoslavia;Male;1923;Belgrade;Serbia;Europe;Politician;Government;Institutions;32;910468;28452;227.084
Charles Ives;Male;1874;Danbury;United States;North America;Composer;Music;Arts;26;1262610;48562;227.074
Ken Wilber;Male;1949;Oklahoma City;United States;North America;Writer;Language;Humanities;26;1578079;60695;227.069
Vladimir Komarov;Male;1927;Moscow;Russia;Europe;Engineer;Engineering;Science & Technology;43;830202;19307;227.062
Abdurrahman Wahid;Male;1940;Jombang Regency;Indonesia;Asia;Politician;Government;Institutions;39;1314567;33707;227.058
George Stigler;Male;1911;Seattle;United States;North America;Economist;Social Sciences;Science & Technology;31;520033;16775;227.055
Nancy Reagan;Female;1921;New York;United States;North America;Actor;Film And Theatre;Arts;37;5497356;148577;227.049
Francisco Gento;Male;1933;Cantabria;Spain;Europe;Soccer Player;Team Sports;Sports;27;692186;25637;227.038
Edward Lawrie Tatum;Male;1909;Boulder;United States;North America;Biologist;Natural Sciences;Science & Technology;33;217283;6584;22.703
Albert Szent-Györgyi;Male;1893;Budapest;Hungary;Europe;Physician;Medicine;Science & Technology;44;9999192;227254;227.022
Gloria Macapagal-Arroyo;Female;1947;Manila;Philippines;Asia;Politician;Government;Institutions;60;3033062;50551;227.006
Martha Washington;Female;1731;Williamsburg;United States;North America;Companion;Companions;Public Figure;40;1745360;43634;226.996
Tunku Abdul Rahman;Male;1903;Alor Setar;Malaysia;North America;Politician;Government;Institutions;28;1806973;64535;226.994
Mircea Eliade;Male;1907;Bucharest;Romania;Europe;Historian;History;Humanities;39;4065641;104247;226.988
Ambroise Thomas;Male;1811;Metz;France;Europe;Composer;Music;Arts;27;306296;11344;226.986
Pierre Boulle;Male;1912;Avignon;France;Europe;Writer;Language;Humanities;32;760527;23766;226.967
Julius Axelrod;Male;1912;New York;United States;North America;Chemist;Natural Sciences;Science & Technology;33;273401;8285;226.964
Richard Clayderman;Male;1953;Paris;France;Europe;Musician;Music;Arts;31;2547959;82192;226.959
Antanas Smetona;Male;1874;Lithuania;Lithuania;Europe;Politician;Government;Institutions;29;464701;16024;226.947
Joschka Fischer;Male;1948;Gerabronn;Germany;Europe;Politician;Government;Institutions;35;1757601;50217;226.945
Alexander I of Scotland;Male;1078;Dunfermline;United Kingdom;Europe;Politician;Government;Institutions;27;252063;9336;226.927
Julien Gracq;Male;1910;Saint-Florent-le-Vieil;France;Europe;Writer;Language;Humanities;28;485850;17352;226.922
Bettie Page;Female;1923;Nashville;United States;North America;Model;Media Personality;Public Figure;26;5575170;214430;22.692
William Bligh;Male;1754;Plymouth;United Kingdom;Europe;Military Personnel;Military;Institutions;29;1651243;56939;226.919
Karl-Heinz Rummenigge;Male;1955;Lippstadt;Germany;Europe;Soccer Player;Team Sports;Sports;43;2541744;59110;226.903
Lovis Corinth;Male;1858;Gvardeysk;Russia;Europe;Artist;Fine Arts;Arts;27;561387;20792;226.898
Yun Bo-seon;Male;1897;Asan;South Korea;Asia;Politician;Government;Institutions;39;382153;9799;226.896
Hans Luther;Male;1879;Berlin;Germany;Europe;Politician;Government;Institutions;31;292040;9421;226.896
Claude Chabrol;Male;1930;Sardent;France;Europe;Film Director;Film And Theatre;Arts;42;2280642;54301;226.895
Mikhail Vrubel;Male;1856;Omsk;Russia;Europe;Artist;Fine Arts;Arts;28;444284;15867;226.889
Aurangzeb;Male;1618;Dahod;India;Asia;Politician;Government;Institutions;45;3388736;75305;226.887
Karl Brandt;Male;1904;Mulhouse;France;Europe;Physician;Medicine;Science & Technology;26;535095;20581;226.877
John Glenn;Male;1921;Cambridge;United States;North America;Astronaut;Explorers;Exploration;43;4300563;100013;226.871
Neil Diamond;Male;1941;New York;United States;North America;Singer;Music;Arts;29;6857797;236476;226.867
Margarita of Austria;Female;1584;Graz;Austria;Europe;Companion;Companions;Public Figure;29;151993;5241;226.839
David I of Scotland;Male;1083;Scotland;United Kingdom;Europe;Politician;Government;Institutions;30;738566;24619;226.826
Arvid Carlsson;Male;1923;Uppsala;Sweden;Europe;Physician;Medicine;Science & Technology;28;311090;11110;226.815
George Minot;Male;1885;Boston;United States;North America;Physician;Medicine;Science & Technology;32;152706;4772;226.814
Joachim du Bellay;Male;1525;Liré;France;Europe;Writer;Language;Humanities;31;491891;15867;226.812
Peyo;Male;1928;Brussels;Belgium;Europe;Comic Artist;Design;Arts;28;1218976;43535;226.808
Leonid Andreyev;Male;1871;Oryol;Russia;Europe;Writer;Language;Humanities;28;275471;9838;226.803
Benedict Anderson;Male;1936;Kunming;China;Asia;Political Scientist;Social Sciences;Science & Technology;29;803846;27719;226.802
Ian McShane;Male;1942;Blackburn;United Kingdom;Europe;Actor;Film And Theatre;Arts;34;6233168;183328;226.785
Ahmed Sékou Touré;Male;1922;Faranah;Guinea;Africa;Politician;Government;Institutions;31;620257;20008;226.782
Joseph Freiherr von Eichendorff;Male;1788;Łubowice;Poland;Europe;Writer;Language;Humanities;31;2036874;65706;226.772
Gerty Cori;Female;1896;Prague;Czech Republic;Europe;Chemist;Natural Sciences;Science & Technology;37;327840;8861;226.769
Abdoulaye Wade;Male;1926;Kébémer Department;Senegal;Africa;Politician;Government;Institutions;43;981117;22817;226.769
Gary Sinise;Male;1955;Chicago;United States;North America;Actor;Film And Theatre;Arts;44;6964160;158276;226.741
Mario Lanza;Male;1921;Philadelphia;United States;North America;Singer;Music;Arts;28;1907650;68130;226.715
Daniel Cohn-Bendit;Male;1945;Montauban;France;Europe;Politician;Government;Institutions;31;2422193;78135;226.681
Christiane Nüsslein-Volhard;Female;1942;Magdeburg;Germany;Europe;Biologist;Natural Sciences;Science & Technology;30;374825;12494;226.675
C. Wright Mills;Male;1916;Waco;United States;North America;Sociologist;Social Sciences;Science & Technology;26;1242666;47795;226.674
Bernhard Schlink;Male;1944;Bielefeld;Germany;Europe;Judge;Government;Institutions;32;1317748;41180;22.667
John McLaughlin;Male;1942;Doncaster;United Kingdom;Europe;Musician;Music;Arts;27;544107;20152;22.665
Nicola Abbagnano;Male;1901;Salerno;Italy;Europe;Philosopher;Philosophy;Humanities;26;277914;10689;226.647
Alexander John Cuza;Male;1820;Bârlad;Romania;Europe;Politician;Government;Institutions;29;1307563;45088;226.641
Mario Kempes;Male;1954;Bell Ville;Argentina;South America;Soccer Player;Team Sports;Sports;44;1902100;43230;226.637
Derek Harold Richard Barton;Male;1918;Gravesend;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;31;210039;6775;226.635
Johannes Heesters;Male;1903;Amersfoort;Netherlands;Europe;Actor;Film And Theatre;Arts;43;2860145;66515;226.621
Than Shwe;Male;1933;Kyaukse;;Asia;Politician;Government;Institutions;36;1485708;41270;226.613
Alan Parsons;Male;1948;London;United Kingdom;Europe;Musician;Music;Arts;28;2202489;78660;22.661
Michel Butor;Male;1926;Mons-en-Barœul;France;Europe;Writer;Language;Humanities;27;501409;18571;226.604
Richard Laurence Millington Synge;Male;1914;Liverpool;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;35;189440;5413;226.603
Pierre Messmer;Male;1916;Vincennes;France;Europe;Politician;Government;Institutions;30;453237;15108;226.595
Arthur Ashe;Male;1943;Richmond;United States;North America;Tennis Player;Individual Sports;Sports;38;2897716;76256;226.594
Mike Hawthorn;Male;1929;Mexborough;United Kingdom;Europe;Racecar Driver;Individual Sports;Sports;31;769884;24835;22.659
Dizzy Gillespie;Male;1917;Cheraw;United States;North America;Musician;Music;Arts;45;4425945;98354;226.567
Nicholas Roerich;Male;1874;Saint Petersburg;Russia;Europe;Artist;Fine Arts;Arts;33;738701;22385;226.564
Bobby Moore;Male;1941;Barking;United Kingdom;Europe;Soccer Player;Team Sports;Sports;39;2198293;56366;226.562
Juan Antonio Samaranch;Male;1920;Barcelona;Spain;Europe;Politician;Government;Institutions;47;1274095;27108;226.546
Abolhassan Banisadr;Male;1933;Hamadan;Iran;Asia;Politician;Government;Institutions;30;690387;23013;226.528
Annibale de Gasparis;Male;1819;Bugnara;Italy;Europe;Astronomer;Natural Sciences;Science & Technology;30;102659;3422;226.526
Mark Hamill;Male;1951;San Francisco-Bay Area;United States;North America;Actor;Film And Theatre;Arts;34;12879888;378820;226.524
César Pelli;Male;1926;San Miguel de Tucumán ;Argentina;South America;Architect;Design;Arts;27;889399;32941;226.523
John, King of Denmark;Male;1455;Aalborg;Denmark;Europe;Politician;Government;Institutions;26;118559;4560;226.507
Philip Zimbardo;Male;1933;New York;United States;North America;Psychologist;Social Sciences;Science & Technology;28;1760086;62860;226.505
Jean-Pierre Serre;Male;1926;Bages;France;Europe;Mathematician;Math;Science & Technology;29;513999;17724;226.497
Günter Blobel;Male;1936;Niegoslawice;Poland;Europe;Biologist;Natural Sciences;Science & Technology;31;304966;9838;226.496
A. J. Cronin;Male;1896;Cardross;United Kingdom;Europe;Writer;Language;Humanities;36;903601;25100;226.487
Josef Albers;Male;1888;Bottrop;Germany;Europe;Artist;Fine Arts;Arts;26;1119741;43067;226.487
Saud of Saudi Arabia;Male;1902;Kuwait City;Kuwait;Asia;Politician;Government;Institutions;33;1941649;58838;226.479
Nicko McBrain;Male;1952;London;United Kingdom;Europe;Musician;Music;Arts;31;2446485;78919;226.479
Sally Field;Female;1946;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;44;8387907;190634;226.472
William Booth;Male;1829;Sneinton;United Kingdom;Europe;Religious Figure;Religion;Institutions;26;825147;31736;226.466
Tjalling Koopmans;Male;1910;s-Graveland;Netherlands;Europe;Economist;Social Sciences;Science & Technology;31;224155;7231;226.464
Charles Hard Townes;Male;1915;Greenville;United States;North America;Physicist;Natural Sciences;Science & Technology;42;547167;13028;22.646
Willem Dafoe;Male;1955;Appleton;United States;North America;Actor;Film And Theatre;Arts;40;9421892;235547;226.457
William Hanna;Male;1910;Melrose;United States;North America;Film Director;Film And Theatre;Arts;30;1688248;56275;226.457
Bolesław Bierut;Male;1892;Lublin;Poland;Europe;Politician;Government;Institutions;28;1267587;45271;226.457
Geoffrey Wilkinson;Male;1921;Todmorden;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;30;248108;8270;226.455
Raúl Alfonsín;Male;1927;Chascomús;Argentina;South America;Politician;Government;Institutions;38;1485924;39103;226.446
Ronald George Wreyford Norrish;Male;1897;Cambridge;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;33;176096;5336;226.439
Anton Praetorius;Male;1560;Lippstadt;Germany;Europe;Writer;Language;Humanities;29;210454;7257;226.439
Donald J. Cram;Male;1919;Chester;United States;North America;Chemist;Natural Sciences;Science & Technology;31;224656;7247;226.426
Edgar Rice Burroughs;Male;1875;Chicago;United States;North America;Writer;Language;Humanities;45;3347441;74388;226.424
Daniel McFadden;Male;1937;Raleigh;United States;North America;Economist;Social Sciences;Science & Technology;27;279317;10345;226.419
Freeman Dyson;Male;1923;Crowthorne;United Kingdom;Europe;Physicist;Natural Sciences;Science & Technology;34;1550954;45616;226.417
Theodor Heuss;Male;1884;Brackenheim;Germany;Europe;Politician;Government;Institutions;38;1779703;46834;226.412
William Howard Stein;Male;1911;New York;United States;North America;Chemist;Natural Sciences;Science & Technology;34;180559;5311;226.407
Marshall Warren Nirenberg;Male;1927;New York;United States;North America;Chemist;Natural Sciences;Science & Technology;35;363759;10393;226.394
Eliezer Ben-Yehuda;Male;1858;Luzhki;Belarus;Europe;Linguist;Language;Humanities;39;907681;23274;226.394
Stirling Moss;Male;1929;London;United Kingdom;Europe;Racecar Driver;Individual Sports;Sports;30;1438955;47965;22.639
A. P. de Candolle;Male;1778;Geneva;Switzerland;Europe;Biologist;Natural Sciences;Science & Technology;30;204792;6826;226.383
Kary Mullis;Male;1944;Lenoir;United States;North America;Chemist;Natural Sciences;Science & Technology;40;1163825;29096;226.381
Nikolai Fyodorovich Vatutin;Male;1901;Voronezh;Russia;Europe;Military Personnel;Military;Institutions;26;274792;10569;22.638
Angela Davis;Female;1944;Birmingham;United States;North America;Social Activist;Activism;Public Figure;29;3992425;137670;226.378
Kyösti Kallio;Male;1873;Ylivieska;Finland;Europe;Politician;Government;Institutions;32;307143;9598;226.376
David Trimble;Male;1944;Bangor;United Kingdom;Europe;Politician;Government;Institutions;38;419821;11048;22.637
Don DeLillo;Male;1936;New York;United States;North America;Writer;Language;Humanities;26;1981253;76202;226.364
Stanford Moore;Male;1913;Chicago;United States;North America;Chemist;Natural Sciences;Science & Technology;33;190923;5786;226.362
Peter Stormare;Male;1953;Kumla;Sweden;Europe;Actor;Film And Theatre;Arts;28;4887609;174557;226.357
